how do you feel about jim jordan and his having ignored sexual abuse of his playersnow how would you feel if it were a democrat thought so
why is the gop not calling out jim jordan as they did al franken double standard where do you stand on his ignoring sexual abuse
why is jim jordan not being held accountable by the gop for his ignoring sexual abuseal franken was forced out because of a picturejim ignored actual abuse of young men is it a different standard in the gop if it happens to men
why is jim jordan getting a free pass in ignoring sexual abuse al franken got no such pass because of a picture double standard from fox and the gop or is abuse of young men not a gop issue
today would be a good day for jim jordan to be held accountable for ignoring sexual abuse  al franken did not get a free pass for his act why the double standard
will you testify as to why you let sexual abuse occur under your watch
why is no one calling out jim jordan for ignoring physical sexual abuse al franken was forced out but with jim it’s just ignored
bet if anyone of them were told of sexual abuse of young men and boys under their watch they would actually do something about it unlike you who allowed it to happen
our services for survivors of child sexual abuse include a retreat online resources and courses and inperson support groups learn more at
survivors of child sexual abuse often express that they feel broken but we are here to tell you that you are not broken no matter how severe your abuse was and no matter where you are in your healing journey you are not broken you deserve to heal
as a survivor of childhood sexual abuse it was great to hear from and the call to end sexual violence through changing the systems that allow and perpetuate it  including addressing our own internalised patriarchal assumptionsvalues weve all been socialized ua
like imagine being a survivor of sexual abuse as a kid and some numb nuts on twitter is telling you need to go therapy no shit but you can stick your unqualified opinion up anus
cardinal pell granted final chance to challenge sexual abuse convictions
george pell high court appeal cardinal granted final appeal against child sexual abuse conviction
usa today priests were accused of sex abuse then what happened
investigations th wrestler accuses jordan of knowing about sexual abuse as gop gets ready to move him to a new committee to interrogate witnesses flurry of fake twitter accounts claim fraud in ky election we leave paris accord the same week australia burns
how many lds leaders have been arrested for sexual abuse of minors in the last  years i’m sure the number is higher than that of disney’s just saying you’re argument is stupid
completely ignoring the context in which they exist being trans puts you at incredible risk in our society not only for direct physical or sexual violence but also verbal abuse social ostracization and poverty not to mention trans people dont even have the same rights
cardinal says catholic church will not agree to break the seal of confession to reveal the evidence of sexual abuse crimes in its possession
what an expert on sexual abuse says about sleepovers
george pell high court appeal cardinal granted final challenge against child sexual abuse conviction
aka gym jordan facilitated the sexual abuse of  young men but hes a nice guy
no read his letter why btw you enabled a sexual deviant to abuse  young men you blew it off gym do you believe in accountability i do
 don’t  «an angsty inatodo thread» cw nsfw mental health referenced child abusesexual assault hurtcomfort inspired by  but in retaliation to their art ufa also inspired by the song “don’t” by zoë kravitz bc that’s all i listened to while writing this lol
focus on the predators in your world of acting you ignore all the abuse sexual assaults and trafficking of children amp place your efforts in things that you clearly are so biased about amp ready to believeeven if minnie mouse wrote them against the president wpo really
yeah this actually makes me believe that her story is bs how can someone who lived through sexual abuse in their childhood take a huge dump on every other victim by comparing absolutely non realistic drawings with what they had to endure
disgraced cardinal george pell is back in court to appeal his rape assault and child sexual abuse convictions the vatican treasurer now  years is serving a  year jail term for abusing two  year old choir boys in a melbourne cathedral in the s
and this is the nail in the coffin a so called rape prevention expert is saying men should stay away from women because of  this is abuser logic that erases that any gender can be abusedabuse amp treats women as untrustworthy which is sexist like sexual abusers are
cw child sex abuse material been reading series on child sexual abuse material is very interesting but are the graphic descriptions of photos and video necessary like i dont need to know about body positions amp bodily fluids involved to care about child exploitation
both places wouldn’t actually stop the rape and abuse since both places are full of sexual violence and other horrific violence
george pells high court appeal stirs up child sexual abuse survivors distress
think about it just tweeting this abuse is more than what did in what he witnessed amp heard right in front of him i can’t believe a sexual abuser enabler is going to be representing 
man this is fucking disgusting this type of rapeytraffickingsexual abuse and just anything in relation to this type of bullshit is getting outta hand like how dare y’all do people like this i hope the next female shoot y’all between the fucking eyes stg
fr zollner points out excuses that are often bandied about by defenders of the church’s record on sexual abuse highlighting the myths and catchphrases succinctly he even speaks the dreaded truth by saying the coverup continues via
petition of interest especially to those sexually abused as children n michigan via
during its ninemonth investigation the usa today network tracked down last known addresses for nearly  former priests who have been publicly accused of sexual abuse
we stand with all sexual abuse survivors in australia and urge them not to despair at this news but instead find renewed energy and courage to come forward make a report and help protect other children from abuse
retired priest found guilty of sexual abuse in pittsburgh snap responds
stop saying if clergy had sex they wouldnt rape pedophiles dont rape due to lack of sexual intercourse sexual assault is an act of power and control as a result of childhood trauma andor abuse a mental abnormality or a combination of both
thousands of catholic priests were accused of sexual abuse then what happened a usa today investigation reveals many have become the priest next door – to schools playgrounds and daycares
george pell high court appeal cardinal granted final challenge against child sexual abuse conviction  australia news  the guardian
high court to decide if cardinal george pell can appeal child sexual abuse conviction
you are disgusting is guilty you discredit the thousands of victims of sexual abuse amp rape by catholic priests bishops amp cardinals by your stance you shouldve just said nothing i hope catholics reading this are ashamed  vile people
